VARIANT CALLER SUMMARY,,Number of samples,1
VARIANT CALLER SUMMARY,,Reads Processed,4179264629
VARIANT CALLER SUMMARY,,Child Sample,NA
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Total,47351,100.00
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Biallelic,47351,100.00
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Multiallelic,0,0.00
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,SNPs,29349,61.98
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Insertions (Hom),0,0.00
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Insertions (Het),9927,20.96
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Deletions (Hom),0,0.00
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Deletions (Het),8075,17.05
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Indels (Het),0,0.00
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Chr X number of SNPs over genome,1097
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Chr Y number of SNPs over genome,563
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,(Chr X SNPs)/(chr Y SNPs) ratio over genome,1.95
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,SNP Transitions,15921
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,SNP Transversions,13428
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Ti/Tv ratio,1.19
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Heterozygous,47351
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Homozygous,0
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Het/Hom ratio,0.00
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,In dbSNP,4295406,89.90
VARIANT CALLER PREFILTER,AAVS1site14_WTcas9-DNA,Not in dbSNP,482401,10.10
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Total,1743,100.00
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Biallelic,1743,100.00
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Multiallelic,0,0.00
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,SNPs,1467,84.17
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Insertions (Hom),0,0.00
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Insertions (Het),101,5.79
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Deletions (Hom),0,0.00
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Deletions (Het),175,10.04
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Indels (Het),0,0.00
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Chr X number of SNPs over genome,42
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Chr Y number of SNPs over genome,18
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,(Chr X SNPs)/(chr Y SNPs) ratio over genome,2.33
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,SNP Transitions,748
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,SNP Transversions,719
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Ti/Tv ratio,1.04
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Heterozygous,1743
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Homozygous,0
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Het/Hom ratio,0.00
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,In dbSNP,4295406,89.90
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Not in dbSNP,482401,10.10
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Percent Callability,NA
VARIANT CALLER POSTFILTER,AAVS1site14_WTcas9-DNA,Percent Autosome Callability,NA
